,Return,Vol,Sharpe,Sortino,Max_DD,Ret_To_MaxDD,WARP_20%_asset
shy,0.07937692540821328,0.0910863071651973,0.657394033354792,0.9301298113555521,0.3401664474305367,0.23334730984725457,4.911291118385597
gld,0.09084694330997456,0.09564456415448161,0.7079676923223933,1.0061607163791693,0.3385561411888816,0.26833642122383106,17.00988184036616
tlt,0.09442999087781212,0.0847200502647892,0.8041026471206865,1.1525531593737715,0.3207141471693664,0.2944366243623935,31.182362612167424
